# Team 0: PlayerAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
121,Pre-Flop,1,733,-733,CALL,0,"['3h', '4h']","['9h', '2d']","['7s', '2h']",6d,,30,30
121,Pre-Flop,0,733,-733,RAISE,16,"['3h', '4h']","['9h', '2d']","['7s', '2h']",6d,,84,84
121,Pre-Flop,1,733,-733,CALL,0,"['3h', '4h']","['9h', '2d']","['7s', '2h']",6d,,84,84
121,Pre-Flop,0,733,-733,CHECK,0,"['3h', '4h']","['9h', '2d']","['7s', '2h']",6d,,100,100
121,Flop,1,733,-733,CHECK,0,"['3h', '4h']","['9h', '2d']","['7s', '2h', '5s']",6d,,100,100
121,Flop,0,733,-733,CHECK,0,"['3h', '4h']","['9h', '2d']","['7s', '2h', '5s']",6d,,100,100
121,Turn,1,733,-733,CHECK,0,"['3h', '4h']","['9h', '2d']","['7s', '2h', '5s', 'Ad']",6d,,100,100
121,Turn,0,733,-733,CHECK,0,"['3h', '4h']","['9h', '2d']","['7s', '2h', '5s', 'Ad']",6d,,100,100
121,River,1,733,-733,CHECK,0,"['3h', '4h']","['9h', '2d']","['7s', '2h', '5s', 'Ad', '6h']",6d,,100,100
121,River,0,733,-733,CHECK,0,"['3h', '4h']","['9h', '2d']","['7s', '2h', '5s', 'Ad', '6h']",6d,,100,100
122,Pre-Flop,0,833,-833,DISCARD,0,"['5s', '9d']","['5d', '6s']","['8h', '9h']",,,1,1
122,Pre-Flop,0,833,-833,RAISE,3,"['5s', '5h']","['5d', '6s']","['8h', '9h']",9d,,1,1
122,Pre-Flop,1,833,-833,CALL,0,"['5s', '5h']","['5d', '6s']","['8h', '9h']",9d,,2,2
122,Flop,0,833,-833,CHECK,0,"['5s', '5h']","['5d', '6s']","['8h', '9h', '2d']",9d,,5,5
122,Flop,1,833,-833,RAISE,9,"['5s', '5h']","['5d', '6s']","['8h', '9h', '2d']",9d,,5,5
122,Flop,0,833,-833,FOLD,0,"['5s', '5h']","['5d', '6s']","['8h', '9h', '2d']",9d,,5,5
123,Pre-Flop,1,828,-828,RAISE,9,"['5s', '3h']","['2s', '7d']","['4s', '5h']",,,1,1
123,Pre-Flop,0,828,-828,DISCARD,0,"['5s', '3h']","['2s', '7d']","['4s', '5h']",,,2,2
123,Pre-Flop,0,828,-828,RAISE,11,"['5s', '6d']","['2s', '7d']","['4s', '5h']",3h,,2,2
123,Pre-Flop,1,828,-828,CALL,0,"['5s', '6d']","['2s', '7d']","['4s', '5h']",3h,,11,11
123,Pre-Flop,0,828,-828,RAISE,33,"['5s', '6d']","['2s', '7d']","['4s', '5h']",3h,,22,22
123,Pre-Flop,1,828,-828,CALL,0,"['5s', '6d']","['2s', '7d']","['4s', '5h']",3h,,22,22
123,Pre-Flop,0,828,-828,RAISE,45,"['5s', '6d']","['2s', '7d']","['4s', '5h']",3h,,55,55
123,Pre-Flop,1,828,-828,CALL,0,"['5s', '6d']","['2s', '7d']","['4s', '5h']",3h,,55,55
123,Pre-Flop,0,828,-828,CHECK,0,"['5s', '6d']","['2s', '7d']","['4s', '5h']",3h,,100,100
123,Flop,1,828,-828,CHECK,0,"['5s', '6d']","['2s', '7d']","['4s', '5h', '3s']",3h,,100,100
123,Flop,0,828,-828,CHECK,0,"['5s', '6d']","['2s', '7d']","['4s', '5h', '3s']",3h,,100,100
123,Turn,1,828,-828,CHECK,0,"['5s', '6d']","['2s', '7d']","['4s', '5h', '3s', '8s']",3h,,100,100
123,Turn,0,828,-828,CHECK,0,"['5s', '6d']","['2s', '7d']","['4s', '5h', '3s', '8s']",3h,,100,100
123,River,1,828,-828,CHECK,0,"['5s', '6d']","['2s', '7d']","['4s', '5h', '3s', '8s', '9h']",3h,,100,100
123,River,0,828,-828,CHECK,0,"['5s', '6d']","['2s', '7d']","['4s', '5h', '3s', '8s', '9h']",3h,,100,100
124,Pre-Flop,0,928,-928,DISCARD,0,"['5d', '3d']","['2h', '7h']","['2s', '8s']",,,1,1
124,Pre-Flop,0,928,-928,RAISE,2,"['5d', 'Ad']","['2h', '7h']","['2s', '8s']",3d,,1,1
124,Pre-Flop,1,928,-928,CALL,0,"['5d', 'Ad']","['2h', '7h']","['2s', '8s']",3d,,2,2
124,Flop,0,928,-928,CHECK,0,"['5d', 'Ad']","['2h', '7h']","['2s', '8s', '3h']",3d,,4,4
124,Flop,1,928,-928,RAISE,7,"['5d', 'Ad']","['2h', '7h']","['2s', '8s', '3h']",3d,,4,4
124,Flop,0,928,-928,FOLD,0,"['5d', 'Ad']","['2h', '7h']","['2s', '8s', '3h']",3d,,4,4
125,Pre-Flop,1,924,-924,RAISE,9,"['6s', '2h']","['8s', '4s']","['7d', '8h']",,,1,1
125,Pre-Flop,0,924,-924,DISCARD,0,"['6s', '2h']","['8s', '4s']","['7d', '8h']",,,2,2
125,Pre-Flop,0,924,-924,RAISE,13,"['6s', '3h']","['8s', '4s']","['7d', '8h']",2h,,2,2
125,Pre-Flop,1,924,-924,RAISE,76,"['6s', '3h']","['8s', '4s']","['7d', '8h']",2h,,11,11
125,Pre-Flop,0,924,-924,CALL,0,"['6s', '3h']","['8s', '4s']","['7d', '8h']",2h,,24,24
125,Flop,1,924,-924,CHECK,0,"['6s', '3h']","['8s', '4s']","['7d', '8h', '5s']",2h,,100,100
125,Flop,0,924,-924,CHECK,0,"['6s', '3h']","['8s', '4s']","['7d', '8h', '5s']",2h,,100,100
125,Turn,1,924,-924,CHECK,0,"['6s', '3h']","['8s', '4s']","['7d', '8h', '5s', '3d']",2h,,100,100
125,Turn,0,924,-924,CHECK,0,"['6s', '3h']","['8s', '4s']","['7d', '8h', '5s', '3d']",2h,,100,100
125,River,1,924,-924,CHECK,0,"['6s', '3h']","['8s', '4s']","['7d', '8h', '5s', '3d', '6h']",2h,,100,100
125,River,0,924,-924,CHECK,0,"['6s', '3h']","['8s', '4s']","['7d', '8h', '5s', '3d', '6h']",2h,,100,100
126,Pre-Flop,0,824,-824,RAISE,3,"['3s', '6s']","['9s', '2s']","['9d', '6d']",,,1,1
126,Pre-Flop,1,824,-824,RAISE,21,"['3s', '6s']","['9s', '2s']","['9d', '6d']",,,2,2
126,Pre-Flop,0,824,-824,RAISE,31,"['3s', '6s']","['9s', '2s']","['9d', '6d']",,,5,5
126,Pre-Flop,1,824,-824,RAISE,43,"['3s', '6s']","['9s', '2s']","['9d', '6d']",,,26,26
126,Pre-Flop,0,824,-824,CALL,0,"['3s', '6s']","['9s', '2s']","['9d', '6d']",,,57,57
126,Pre-Flop,1,824,-824,CHECK,0,"['3s', '6s']","['9s', '2s']","['9d', '6d']",,,100,100
126,Flop,0,824,-824,DISCARD,0,"['3s', '6s']","['9s', '2s']","['9d', '6d', '2d']",,,100,100
126,Flop,0,824,-824,CHECK,0,"['Ad', '6s']","['9s', '2s']","['9d', '6d', '2d']",3s,,100,100
126,Flop,1,824,-824,CHECK,0,"['Ad', '6s']","['9s', '2s']","['9d', '6d', '2d']",3s,,100,100
126,Turn,0,824,-824,CHECK,0,"['Ad', '6s']","['9s', '2s']","['9d', '6d', '2d', '8d']",3s,,100,100
126,Turn,1,824,-824,CHECK,0,"['Ad', '6s']","['9s', '2s']","['9d', '6d', '2d', '8d']",3s,,100,100
126,River,0,824,-824,CHECK,0,"['Ad', '6s']","['9s', '2s']","['9d', '6d', '2d', '8d', '4h']",3s,,100,100
126,River,1,824,-824,CHECK,0,"['Ad', '6s']","['9s', '2s']","['9d', '6d', '2d', '8d', '4h']",3s,,100,100
127,Pre-Flop,1,924,-924,RAISE,9,"['9s', '3h']","['7h', '3s']","['5h', '6h']",,,1,1
127,Pre-Flop,0,924,-924,RAISE,13,"['9s', '3h']","['7h', '3s']","['5h', '6h']",,,2,2
127,Pre-Flop,1,924,-924,RAISE,76,"['9s', '3h']","['7h', '3s']","['5h', '6h']",,,11,11
127,Pre-Flop,0,924,-924,CALL,0,"['9s', '3h']","['7h', '3s']","['5h', '6h']",,,24,24
127,Flop,1,924,-924,CHECK,0,"['9s', '3h']","['7h', '3s']","['5h', '6h', '9h']",,,100,100
127,Flop,0,924,-924,DISCARD,0,"['9s', '3h']","['7h', '3s']","['5h', '6h', '9h']",,,100,100
127,Flop,0,924,-924,CHECK,0,"['9s', '5d']","['7h', '3s']","['5h', '6h', '9h']",3h,,100,100
127,Turn,1,924,-924,CHECK,0,"['9s', '5d']","['7h', '3s']","['5h', '6h', '9h', '4s']",3h,,100,100
127,Turn,0,924,-924,CHECK,0,"['9s', '5d']","['7h', '3s']","['5h', '6h', '9h', '4s']",3h,,100,100
127,River,1,924,-924,CHECK,0,"['9s', '5d']","['7h', '3s']","['5h', '6h', '9h', '4s', '3d']",3h,,100,100
127,River,0,924,-924,CHECK,0,"['9s', '5d']","['7h', '3s']","['5h', '6h', '9h', '4s', '3d']",3h,,100,100
128,Pre-Flop,0,824,-824,DISCARD,0,"['6d', '2h']","['3s', '6h']","['8d', '7h']",,,1,1
128,Pre-Flop,0,824,-824,RAISE,3,"['8s', '2h']","['3s', '6h']","['8d', '7h']",6d,,1,1
128,Pre-Flop,1,824,-824,RAISE,21,"['8s', '2h']","['3s', '6h']","['8d', '7h']",6d,,2,2
128,Pre-Flop,0,824,-824,RAISE,46,"['8s', '2h']","['3s', '6h']","['8d', '7h']",6d,,5,5
128,Pre-Flop,1,824,-824,RAISE,28,"['8s', '2h']","['3s', '6h']","['8d', '7h']",6d,,26,26
128,Pre-Flop,0,824,-824,CALL,0,"['8s', '2h']","['3s', '6h']","['8d', '7h']",6d,,72,72
128,Pre-Flop,1,824,-824,CHECK,0,"['8s', '2h']","['3s', '6h']","['8d', '7h']",6d,,100,100
128,Flop,0,824,-824,CHECK,0,"['8s', '2h']","['3s', '6h']","['8d', '7h', '9h']",6d,,100,100
128,Flop,1,824,-824,CHECK,0,"['8s', '2h']","['3s', '6h']","['8d', '7h', '9h']",6d,,100,100
128,Turn,0,824,-824,CHECK,0,"['8s', '2h']","['3s', '6h']","['8d', '7h', '9h', 'Ah']",6d,,100,100
128,Turn,1,824,-824,CHECK,0,"['8s', '2h']","['3s', '6h']","['8d', '7h', '9h', 'Ah']",6d,,100,100
128,River,0,824,-824,CHECK,0,"['8s', '2h']","['3s', '6h']","['8d', '7h', '9h', 'Ah', 'Ad']",6d,,100,100
128,River,1,824,-824,CHECK,0,"['8s', '2h']","['3s', '6h']","['8d', '7h', '9h', 'Ah', 'Ad']",6d,,100,100
129,Pre-Flop,1,724,-724,RAISE,9,"['5h', '3d']","['4h', 'Ad']","['As', '7d']",,,1,1
129,Pre-Flop,0,724,-724,DISCARD,0,"['5h', '3d']","['4h', 'Ad']","['As', '7d']",,,2,2
129,Pre-Flop,0,724,-724,RAISE,11,"['5h', '2h']","['4h', 'Ad']","['As', '7d']",3d,,2,2
129,Pre-Flop,1,724,-724,RAISE,78,"['5h', '2h']","['4h', 'Ad']","['As', '7d']",3d,,11,11
129,Pre-Flop,0,724,-724,CALL,0,"['5h', '2h']","['4h', 'Ad']","['As', '7d']",3d,,22,22
129,Flop,1,724,-724,CHECK,0,"['5h', '2h']","['4h', 'Ad']","['As', '7d', '9d']",3d,,100,100
129,Flop,0,724,-724,CHECK,0,"['5h', '2h']","['4h', 'Ad']","['As', '7d', '9d']",3d,,100,100
129,Turn,1,724,-724,CHECK,0,"['5h', '2h']","['4h', 'Ad']","['As', '7d', '9d', '6d']",3d,,100,100
129,Turn,0,724,-724,CHECK,0,"['5h', '2h']","['4h', 'Ad']","['As', '7d', '9d', '6d']",3d,,100,100
129,River,1,724,-724,CHECK,0,"['5h', '2h']","['4h', 'Ad']","['As', '7d', '9d', '6d', '2s']",3d,,100,100
129,River,0,724,-724,CHECK,0,"['5h', '2h']","['4h', 'Ad']","['As', '7d', '9d', '6d', '2s']",3d,,100,100
130,Pre-Flop,0,624,-624,RAISE,2,"['9h', '3h']","['9s', '8d']","['3s', '7s']",,,1,1
130,Pre-Flop,1,624,-624,RAISE,18,"['9h', '3h']","['9s', '8d']","['3s', '7s']",,,2,2
130,Pre-Flop,0,624,-624,RAISE,22,"['9h', '3h']","['9s', '8d']","['3s', '7s']",,,4,4
130,Pre-Flop,1,624,-624,RAISE,56,"['9h', '3h']","['9s', '8d']","['3s', '7s']",,,22,22
130,Pre-Flop,0,624,-624,CALL,0,"['9h', '3h']","['9s', '8d']","['3s', '7s']",,,44,44
130,Pre-Flop,1,624,-624,CHECK,0,"['9h', '3h']","['9s', '8d']","['3s', '7s']",,,100,100
130,Flop,0,624,-624,CHECK,0,"['9h', '3h']","['9s', '8d']","['3s', '7s', '2s']",,,100,100
130,Flop,1,624,-624,CHECK,0,"['9h', '3h']","['9s', '8d']","['3s', '7s', '2s']",,,100,100
130,Turn,0,624,-624,CHECK,0,"['9h', '3h']","['9s', '8d']","['3s', '7s', '2s', '6s']",,,100,100
130,Turn,1,624,-624,CHECK,0,"['9h', '3h']","['9s', '8d']","['3s', '7s', '2s', '6s']",,,100,100
130,River,0,624,-624,CHECK,0,"['9h', '3h']","['9s', '8d']","['3s', '7s', '2s', '6s', '8h']",,,100,100
130,River,1,624,-624,CHECK,0,"['9h', '3h']","['9s', '8d']","['3s', '7s', '2s', '6s', '8h']",,,100,100
131,Pre-Flop,1,524,-524,CALL,0,"['7d', '2s']","['5h', 'Ad']","['Ah', '6s']",,,1,1
131,Pre-Flop,0,524,-524,DISCARD,0,"['7d', '2s']","['5h', 'Ad']","['Ah', '6s']",,,2,2
131,Pre-Flop,0,524,-524,RAISE,3,"['9h', '2s']","['5h', 'Ad']","['Ah', '6s']",7d,,2,2
131,Pre-Flop,1,524,-524,CALL,0,"['9h', '2s']","['5h', 'Ad']","['Ah', '6s']",7d,,2,2
131,Pre-Flop,0,524,-524,RAISE,10,"['9h', '2s']","['5h', 'Ad']","['Ah', '6s']",7d,,5,5
131,Pre-Flop,1,524,-524,CALL,0,"['9h', '2s']","['5h', 'Ad']","['Ah', '6s']",7d,,5,5
131,Pre-Flop,0,524,-524,RAISE,22,"['9h', '2s']","['5h', 'Ad']","['Ah', '6s']",7d,,15,15
131,Pre-Flop,1,524,-524,CALL,0,"['9h', '2s']","['5h', 'Ad']","['Ah', '6s']",7d,,15,15
131,Pre-Flop,0,524,-524,RAISE,55,"['9h', '2s']","['5h', 'Ad']","['Ah', '6s']",7d,,37,37
131,Pre-Flop,1,524,-524,RAISE,8,"['9h', '2s']","['5h', 'Ad']","['Ah', '6s']",7d,,37,37
131,Pre-Flop,0,524,-524,CALL,0,"['9h', '2s']","['5h', 'Ad']","['Ah', '6s']",7d,,92,92
131,Flop,1,524,-524,CHECK,0,"['9h', '2s']","['5h', 'Ad']","['Ah', '6s', '2h']",7d,,100,100
131,Flop,0,524,-524,CHECK,0,"['9h', '2s']","['5h', 'Ad']","['Ah', '6s', '2h']",7d,,100,100
131,Turn,1,524,-524,CHECK,0,"['9h', '2s']","['5h', 'Ad']","['Ah', '6s', '2h', '3s']",7d,,100,100
131,Turn,0,524,-524,CHECK,0,"['9h', '2s']","['5h', 'Ad']","['Ah', '6s', '2h', '3s']",7d,,100,100
131,River,1,524,-524,CHECK,0,"['9h', '2s']","['5h', 'Ad']","['Ah', '6s', '2h', '3s', '4h']",7d,,100,100
131,River,0,524,-524,CHECK,0,"['9h', '2s']","['5h', 'Ad']","['Ah', '6s', '2h', '3s', '4h']",7d,,100,100
132,Pre-Flop,0,424,-424,RAISE,3,"['5s', '7s']","['7h', '4h']","['Ah', '2s']",,,1,1
132,Pre-Flop,1,424,-424,RAISE,21,"['5s', '7s']","['7h', '4h']","['Ah', '2s']",,,2,2
132,Pre-Flop,0,424,-424,RAISE,31,"['5s', '7s']","['7h', '4h']","['Ah', '2s']",,,5,5
132,Pre-Flop,1,424,-424,RAISE,43,"['5s', '7s']","['7h', '4h']","['Ah', '2s']",,,26,26
132,Pre-Flop,0,424,-424,CALL,0,"['5s', '7s']","['7h', '4h']","['Ah', '2s']",,,57,57
132,Pre-Flop,1,424,-424,CHECK,0,"['5s', '7s']","['7h', '4h']","['Ah', '2s']",,,100,100
132,Flop,0,424,-424,CHECK,0,"['5s', '7s']","['7h', '4h']","['Ah', '2s', '3d']",,,100,100
132,Flop,1,424,-424,CHECK,0,"['5s', '7s']","['7h', '4h']","['Ah', '2s', '3d']",,,100,100
132,Turn,0,424,-424,CHECK,0,"['5s', '7s']","['7h', '4h']","['Ah', '2s', '3d', '9h']",,,100,100
132,Turn,1,424,-424,CHECK,0,"['5s', '7s']","['7h', '4h']","['Ah', '2s', '3d', '9h']",,,100,100
132,River,0,424,-424,CHECK,0,"['5s', '7s']","['7h', '4h']","['Ah', '2s', '3d', '9h', '9s']",,,100,100
132,River,1,424,-424,CHECK,0,"['5s', '7s']","['7h', '4h']","['Ah', '2s', '3d', '9h', '9s']",,,100,100
133,Pre-Flop,1,524,-524,RAISE,9,"['2h', '9s']","['5s', '2d']","['8d', '4h']",,,1,1
133,Pre-Flop,0,524,-524,RAISE,13,"['2h', '9s']","['5s', '2d']","['8d', '4h']",,,2,2
133,Pre-Flop,1,524,-524,RAISE,76,"['2h', '9s']","['5s', '2d']","['8d', '4h']",,,11,11
133,Pre-Flop,0,524,-524,CALL,0,"['2h', '9s']","['5s', '2d']","['8d', '4h']",,,24,24
133,Flop,1,524,-524,CHECK,0,"['2h', '9s']","['5s', '2d']","['8d', '4h', 'Ad']",,,100,100
133,Flop,0,524,-524,CHECK,0,"['2h', '9s']","['5s', '2d']","['8d', '4h', 'Ad']",,,100,100
133,Turn,1,524,-524,CHECK,0,"['2h', '9s']","['5s', '2d']","['8d', '4h', 'Ad', '3d']",,,100,100
133,Turn,0,524,-524,CHECK,0,"['2h', '9s']","['5s', '2d']","['8d', '4h', 'Ad', '3d']",,,100,100
133,River,1,524,-524,CHECK,0,"['2h', '9s']","['5s', '2d']","['8d', '4h', 'Ad', '3d', '3h']",,,100,100
133,River,0,524,-524,CHECK,0,"['2h', '9s']","['5s', '2d']","['8d', '4h', 'Ad', '3d', '3h']",,,100,100
134,Pre-Flop,0,424,-424,RAISE,4,"['5h', '7h']","['4s', '3s']","['5d', '9s']",,,1,1
134,Pre-Flop,1,424,-424,RAISE,24,"['5h', '7h']","['4s', '3s']","['5d', '9s']",,,2,2
134,Pre-Flop,0,424,-424,RAISE,36,"['5h', '7h']","['4s', '3s']","['5d', '9s']",,,6,6
134,Pre-Flop,1,424,-424,RAISE,34,"['5h', '7h']","['4s', '3s']","['5d', '9s']",,,30,30
134,Pre-Flop,0,424,-424,CALL,0,"['5h', '7h']","['4s', '3s']","['5d', '9s']",,,66,66
134,Pre-Flop,1,424,-424,CHECK,0,"['5h', '7h']","['4s', '3s']","['5d', '9s']",,,100,100
134,Flop,0,424,-424,CHECK,0,"['5h', '7h']","['4s', '3s']","['5d', '9s', '8h']",,,100,100
134,Flop,1,424,-424,CHECK,0,"['5h', '7h']","['4s', '3s']","['5d', '9s', '8h']",,,100,100
134,Turn,0,424,-424,CHECK,0,"['5h', '7h']","['4s', '3s']","['5d', '9s', '8h', 'Ah']",,,100,100
134,Turn,1,424,-424,CHECK,0,"['5h', '7h']","['4s', '3s']","['5d', '9s', '8h', 'Ah']",,,100,100
134,River,0,424,-424,CHECK,0,"['5h', '7h']","['4s', '3s']","['5d', '9s', '8h', 'Ah', '2h']",,,100,100
134,River,1,424,-424,CHECK,0,"['5h', '7h']","['4s', '3s']","['5d', '9s', '8h', 'Ah', '2h']",,,100,100
135,Pre-Flop,1,524,-524,RAISE,9,"['5h', '6h']","['4d', '2h']","['2s', '9d']",,,1,1
135,Pre-Flop,0,524,-524,RAISE,13,"['5h', '6h']","['4d', '2h']","['2s', '9d']",,,2,2
135,Pre-Flop,1,524,-524,RAISE,76,"['5h', '6h']","['4d', '2h']","['2s', '9d']",,,11,11
135,Pre-Flop,0,524,-524,CALL,0,"['5h', '6h']","['4d', '2h']","['2s', '9d']",,,24,24
135,Flop,1,524,-524,CHECK,0,"['5h', '6h']","['4d', '2h']","['2s', '9d', '5s']",,,100,100
135,Flop,0,524,-524,CHECK,0,"['5h', '6h']","['4d', '2h']","['2s', '9d', '5s']",,,100,100
135,Turn,1,524,-524,CHECK,0,"['5h', '6h']","['4d', '2h']","['2s', '9d', '5s', '6s']",,,100,100
135,Turn,0,524,-524,CHECK,0,"['5h', '6h']","['4d', '2h']","['2s', '9d', '5s', '6s']",,,100,100
135,River,1,524,-524,CHECK,0,"['5h', '6h']","['4d', '2h']","['2s', '9d', '5s', '6s', '9s']",,,100,100
135,River,0,524,-524,CHECK,0,"['5h', '6h']","['4d', '2h']","['2s', '9d', '5s', '6s', '9s']",,,100,100
136,Pre-Flop,0,624,-624,RAISE,4,"['8h', '8s']","['2s', '9s']","['6d', '3h']",,,1,1
136,Pre-Flop,1,624,-624,RAISE,24,"['8h', '8s']","['2s', '9s']","['6d', '3h']",,,2,2
136,Pre-Flop,0,624,-624,RAISE,36,"['8h', '8s']","['2s', '9s']","['6d', '3h']",,,6,6
136,Pre-Flop,1,624,-624,RAISE,34,"['8h', '8s']","['2s', '9s']","['6d', '3h']",,,30,30
136,Pre-Flop,0,624,-624,CALL,0,"['8h', '8s']","['2s', '9s']","['6d', '3h']",,,66,66
136,Pre-Flop,1,624,-624,CHECK,0,"['8h', '8s']","['2s', '9s']","['6d', '3h']",,,100,100
136,Flop,0,624,-624,DISCARD,0,"['8h', '8s']","['2s', '9s']","['6d', '3h', '4d']",,,100,100
136,Flop,0,624,-624,CHECK,0,"['3d', '8s']","['2s', '9s']","['6d', '3h', '4d']",8h,,100,100
136,Flop,1,624,-624,CHECK,0,"['3d', '8s']","['2s', '9s']","['6d', '3h', '4d']",8h,,100,100
136,Turn,0,624,-624,CHECK,0,"['3d', '8s']","['2s', '9s']","['6d', '3h', '4d', '7d']",8h,,100,100
136,Turn,1,624,-624,CHECK,0,"['3d', '8s']","['2s', '9s']","['6d', '3h', '4d', '7d']",8h,,100,100
136,River,0,624,-624,CHECK,0,"['3d', '8s']","['2s', '9s']","['6d', '3h', '4d', '7d', '8d']",8h,,100,100
136,River,1,624,-624,CHECK,0,"['3d', '8s']","['2s', '9s']","['6d', '3h', '4d', '7d', '8d']",8h,,100,100
137,Pre-Flop,1,724,-724,RAISE,9,"['As', '8h']","['6d', '7h']","['Ah', '2s']",,,1,1
137,Pre-Flop,0,724,-724,RAISE,13,"['As', '8h']","['6d', '7h']","['Ah', '2s']",,,2,2
137,Pre-Flop,1,724,-724,CALL,0,"['As', '8h']","['6d', '7h']","['Ah', '2s']",,,11,11
137,Pre-Flop,0,724,-724,RAISE,48,"['As', '8h']","['6d', '7h']","['Ah', '2s']",,,24,24
137,Pre-Flop,1,724,-724,RAISE,28,"['As', '8h']","['6d', '7h']","['Ah', '2s']",,,24,24
137,Pre-Flop,0,724,-724,CALL,0,"['As', '8h']","['6d', '7h']","['Ah', '2s']",,,72,72
137,Flop,1,724,-724,CHECK,0,"['As', '8h']","['6d', '7h']","['Ah', '2s', '8d']",,,100,100
137,Flop,0,724,-724,CHECK,0,"['As', '8h']","['6d', '7h']","['Ah', '2s', '8d']",,,100,100
137,Turn,1,724,-724,CHECK,0,"['As', '8h']","['6d', '7h']","['Ah', '2s', '8d', '9s']",,,100,100
137,Turn,0,724,-724,CHECK,0,"['As', '8h']","['6d', '7h']","['Ah', '2s', '8d', '9s']",,,100,100
137,River,1,724,-724,CHECK,0,"['As', '8h']","['6d', '7h']","['Ah', '2s', '8d', '9s', '2h']",,,100,100
137,River,0,724,-724,CHECK,0,"['As', '8h']","['6d', '7h']","['Ah', '2s', '8d', '9s', '2h']",,,100,100
138,Pre-Flop,0,624,-624,DISCARD,0,"['4d', '5h']","['4h', 'Ah']","['3s', 'Ad']",,,1,1
138,Pre-Flop,0,624,-624,RAISE,2,"['8h', '5h']","['4h', 'Ah']","['3s', 'Ad']",4d,,1,1
138,Pre-Flop,1,624,-624,RAISE,18,"['8h', '5h']","['4h', 'Ah']","['3s', 'Ad']",4d,,2,2
138,Pre-Flop,0,624,-624,RAISE,22,"['8h', '5h']","['4h', 'Ah']","['3s', 'Ad']",4d,,4,4
138,Pre-Flop,1,624,-624,RAISE,56,"['8h', '5h']","['4h', 'Ah']","['3s', 'Ad']",4d,,22,22
138,Pre-Flop,0,624,-624,CALL,0,"['8h', '5h']","['4h', 'Ah']","['3s', 'Ad']",4d,,44,44
138,Pre-Flop,1,624,-624,CHECK,0,"['8h', '5h']","['4h', 'Ah']","['3s', 'Ad']",4d,,100,100
138,Flop,0,624,-624,CHECK,0,"['8h', '5h']","['4h', 'Ah']","['3s', 'Ad', '2s']",4d,,100,100
138,Flop,1,624,-624,CHECK,0,"['8h', '5h']","['4h', 'Ah']","['3s', 'Ad', '2s']",4d,,100,100
138,Turn,0,624,-624,CHECK,0,"['8h', '5h']","['4h', 'Ah']","['3s', 'Ad', '2s', '4s']",4d,,100,100
138,Turn,1,624,-624,CHECK,0,"['8h', '5h']","['4h', 'Ah']","['3s', 'Ad', '2s', '4s']",4d,,100,100
138,River,0,624,-624,CHECK,0,"['8h', '5h']","['4h', 'Ah']","['3s', 'Ad', '2s', '4s', '7h']",4d,,100,100
138,River,1,624,-624,CHECK,0,"['8h', '5h']","['4h', 'Ah']","['3s', 'Ad', '2s', '4s', '7h']",4d,,100,100
139,Pre-Flop,1,724,-724,RAISE,9,"['3h', '5h']","['6s', '4s']","['3d', '6d']",,,1,1
139,Pre-Flop,0,724,-724,DISCARD,0,"['3h', '5h']","['6s', '4s']","['3d', '6d']",,,2,2
139,Pre-Flop,0,724,-724,RAISE,11,"['8h', '5h']","['6s', '4s']","['3d', '6d']",3h,,2,2
139,Pre-Flop,1,724,-724,RAISE,78,"['8h', '5h']","['6s', '4s']","['3d', '6d']",3h,,11,11
139,Pre-Flop,0,724,-724,CALL,0,"['8h', '5h']","['6s', '4s']","['3d', '6d']",3h,,22,22
139,Flop,1,724,-724,CHECK,0,"['8h', '5h']","['6s', '4s']","['3d', '6d', '4d']",3h,,100,100
139,Flop,0,724,-724,CHECK,0,"['8h', '5h']","['6s', '4s']","['3d', '6d', '4d']",3h,,100,100
139,Turn,1,724,-724,CHECK,0,"['8h', '5h']","['6s', '4s']","['3d', '6d', '4d', '8s']",3h,,100,100
139,Turn,0,724,-724,CHECK,0,"['8h', '5h']","['6s', '4s']","['3d', '6d', '4d', '8s']",3h,,100,100
139,River,1,724,-724,CHECK,0,"['8h', '5h']","['6s', '4s']","['3d', '6d', '4d', '8s', '2s']",3h,,100,100
139,River,0,724,-724,CHECK,0,"['8h', '5h']","['6s', '4s']","['3d', '6d', '4d', '8s', '2s']",3h,,100,100
140,Pre-Flop,0,824,-824,RAISE,2,"['9h', '3h']","['5d', '5h']","['9d', 'Ah']",,,1,1
140,Pre-Flop,1,824,-824,RAISE,18,"['9h', '3h']","['5d', '5h']","['9d', 'Ah']",,,2,2
140,Pre-Flop,0,824,-824,RAISE,26,"['9h', '3h']","['5d', '5h']","['9d', 'Ah']",,,4,4
140,Pre-Flop,1,824,-824,RAISE,52,"['9h', '3h']","['5d', '5h']","['9d', 'Ah']",,,22,22
140,Pre-Flop,0,824,-824,CALL,0,"['9h', '3h']","['5d', '5h']","['9d', 'Ah']",,,48,48
140,Pre-Flop,1,824,-824,CHECK,0,"['9h', '3h']","['5d', '5h']","['9d', 'Ah']",,,100,100
140,Flop,0,824,-824,DISCARD,0,"['9h', '3h']","['5d', '5h']","['9d', 'Ah', '6d']",,,100,100
140,Flop,0,824,-824,CHECK,0,"['9h', '2d']","['5d', '5h']","['9d', 'Ah', '6d']",3h,,100,100
