# Team 0: PlayerAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
577,Pre-Flop,0,-2614,2614,CALL,0,"['8h', '3s']","['7h', 'As']","['5s', '4d']",,,24,24
577,Flop,1,-2614,2614,CHECK,0,"['8h', '3s']","['7h', 'As']","['5s', '4d', '6s']",,,100,100
577,Flop,0,-2614,2614,DISCARD,0,"['8h', '3s']","['7h', 'As']","['5s', '4d', '6s']",,,100,100
577,Flop,0,-2614,2614,CHECK,0,"['2h', '3s']","['7h', 'As']","['5s', '4d', '6s']",8h,,100,100
577,Turn,1,-2614,2614,CHECK,0,"['2h', '3s']","['7h', 'As']","['5s', '4d', '6s', '8s']",8h,,100,100
577,Turn,0,-2614,2614,CHECK,0,"['2h', '3s']","['7h', 'As']","['5s', '4d', '6s', '8s']",8h,,100,100
577,River,1,-2614,2614,CHECK,0,"['2h', '3s']","['7h', 'As']","['5s', '4d', '6s', '8s', '3h']",8h,,100,100
577,River,0,-2614,2614,CHECK,0,"['2h', '3s']","['7h', 'As']","['5s', '4d', '6s', '8s', '3h']",8h,,100,100
578,Pre-Flop,0,-2714,2714,DISCARD,0,"['9h', '2h']","['5s', 'As']","['3s', '7h']",,,1,1
578,Pre-Flop,0,-2714,2714,RAISE,2,"['9h', '6d']","['5s', 'As']","['3s', '7h']",2h,,1,1
578,Pre-Flop,1,-2714,2714,RAISE,18,"['9h', '6d']","['5s', 'As']","['3s', '7h']",2h,,2,2
578,Pre-Flop,0,-2714,2714,RAISE,22,"['9h', '6d']","['5s', 'As']","['3s', '7h']",2h,,4,4
578,Pre-Flop,1,-2714,2714,RAISE,56,"['9h', '6d']","['5s', 'As']","['3s', '7h']",2h,,22,22
578,Pre-Flop,0,-2714,2714,CALL,0,"['9h', '6d']","['5s', 'As']","['3s', '7h']",2h,,44,44
578,Pre-Flop,1,-2714,2714,CHECK,0,"['9h', '6d']","['5s', 'As']","['3s', '7h']",2h,,100,100
578,Flop,0,-2714,2714,CHECK,0,"['9h', '6d']","['5s', 'As']","['3s', '7h', '2d']",2h,,100,100
578,Flop,1,-2714,2714,CHECK,0,"['9h', '6d']","['5s', 'As']","['3s', '7h', '2d']",2h,,100,100
578,Turn,0,-2714,2714,CHECK,0,"['9h', '6d']","['5s', 'As']","['3s', '7h', '2d', '3d']",2h,,100,100
578,Turn,1,-2714,2714,CHECK,0,"['9h', '6d']","['5s', 'As']","['3s', '7h', '2d', '3d']",2h,,100,100
578,River,0,-2714,2714,CHECK,0,"['9h', '6d']","['5s', 'As']","['3s', '7h', '2d', '3d', '9s']",2h,,100,100
578,River,1,-2714,2714,CHECK,0,"['9h', '6d']","['5s', 'As']","['3s', '7h', '2d', '3d', '9s']",2h,,100,100
579,Pre-Flop,1,-2614,2614,RAISE,9,"['8s', '9h']","['As', '5h']","['2h', 'Ad']",,,1,1
579,Pre-Flop,0,-2614,2614,RAISE,13,"['8s', '9h']","['As', '5h']","['2h', 'Ad']",,,2,2
579,Pre-Flop,1,-2614,2614,RAISE,76,"['8s', '9h']","['As', '5h']","['2h', 'Ad']",,,11,11
579,Pre-Flop,0,-2614,2614,CALL,0,"['8s', '9h']","['As', '5h']","['2h', 'Ad']",,,24,24
579,Flop,1,-2614,2614,CHECK,0,"['8s', '9h']","['As', '5h']","['2h', 'Ad', '4h']",,,100,100
579,Flop,0,-2614,2614,DISCARD,0,"['8s', '9h']","['As', '5h']","['2h', 'Ad', '4h']",,,100,100
579,Flop,0,-2614,2614,CHECK,0,"['8s', '3d']","['As', '5h']","['2h', 'Ad', '4h']",9h,,100,100
579,Turn,1,-2614,2614,CHECK,0,"['8s', '3d']","['As', '5h']","['2h', 'Ad', '4h', '3h']",9h,,100,100
579,Turn,0,-2614,2614,CHECK,0,"['8s', '3d']","['As', '5h']","['2h', 'Ad', '4h', '3h']",9h,,100,100
579,River,1,-2614,2614,CHECK,0,"['8s', '3d']","['As', '5h']","['2h', 'Ad', '4h', '3h', '2s']",9h,,100,100
579,River,0,-2614,2614,CHECK,0,"['8s', '3d']","['As', '5h']","['2h', 'Ad', '4h', '3h', '2s']",9h,,100,100
580,Pre-Flop,0,-2714,2714,DISCARD,0,"['5h', '3s']","['7h', '9h']","['As', '4s']",,,1,1
580,Pre-Flop,0,-2714,2714,RAISE,2,"['4d', '3s']","['7h', '9h']","['As', '4s']",5h,,1,1
580,Pre-Flop,1,-2714,2714,RAISE,18,"['4d', '3s']","['7h', '9h']","['As', '4s']",5h,,2,2
580,Pre-Flop,0,-2714,2714,RAISE,22,"['4d', '3s']","['7h', '9h']","['As', '4s']",5h,,4,4
580,Pre-Flop,1,-2714,2714,RAISE,56,"['4d', '3s']","['7h', '9h']","['As', '4s']",5h,,22,22
580,Pre-Flop,0,-2714,2714,CALL,0,"['4d', '3s']","['7h', '9h']","['As', '4s']",5h,,44,44
580,Pre-Flop,1,-2714,2714,CHECK,0,"['4d', '3s']","['7h', '9h']","['As', '4s']",5h,,100,100
580,Flop,0,-2714,2714,CHECK,0,"['4d', '3s']","['7h', '9h']","['As', '4s', '6s']",5h,,100,100
580,Flop,1,-2714,2714,CHECK,0,"['4d', '3s']","['7h', '9h']","['As', '4s', '6s']",5h,,100,100
580,Turn,0,-2714,2714,CHECK,0,"['4d', '3s']","['7h', '9h']","['As', '4s', '6s', '8s']",5h,,100,100
580,Turn,1,-2714,2714,CHECK,0,"['4d', '3s']","['7h', '9h']","['As', '4s', '6s', '8s']",5h,,100,100
580,River,0,-2714,2714,CHECK,0,"['4d', '3s']","['7h', '9h']","['As', '4s', '6s', '8s', '5s']",5h,,100,100
580,River,1,-2714,2714,CHECK,0,"['4d', '3s']","['7h', '9h']","['As', '4s', '6s', '8s', '5s']",5h,,100,100
581,Pre-Flop,1,-2714,2714,RAISE,9,"['3d', '4d']","['6s', 'Ah']","['5h', '5s']",,,1,1
581,Pre-Flop,0,-2714,2714,RAISE,11,"['3d', '4d']","['6s', 'Ah']","['5h', '5s']",,,2,2
581,Pre-Flop,1,-2714,2714,RAISE,78,"['3d', '4d']","['6s', 'Ah']","['5h', '5s']",,,11,11
581,Pre-Flop,0,-2714,2714,CALL,0,"['3d', '4d']","['6s', 'Ah']","['5h', '5s']",,,22,22
581,Flop,1,-2714,2714,CHECK,0,"['3d', '4d']","['6s', 'Ah']","['5h', '5s', '7d']",,,100,100
581,Flop,0,-2714,2714,CHECK,0,"['3d', '4d']","['6s', 'Ah']","['5h', '5s', '7d']",,,100,100
581,Turn,1,-2714,2714,CHECK,0,"['3d', '4d']","['6s', 'Ah']","['5h', '5s', '7d', '3h']",,,100,100
581,Turn,0,-2714,2714,CHECK,0,"['3d', '4d']","['6s', 'Ah']","['5h', '5s', '7d', '3h']",,,100,100
581,River,1,-2714,2714,CHECK,0,"['3d', '4d']","['6s', 'Ah']","['5h', '5s', '7d', '3h', '6d']",,,100,100
581,River,0,-2714,2714,CHECK,0,"['3d', '4d']","['6s', 'Ah']","['5h', '5s', '7d', '3h', '6d']",,,100,100
582,Pre-Flop,0,-2614,2614,DISCARD,0,"['3h', '5h']","['3d', '2h']","['9d', '2d']",,,1,1
582,Pre-Flop,0,-2614,2614,RAISE,2,"['9h', '5h']","['3d', '2h']","['9d', '2d']",3h,,1,1
582,Pre-Flop,1,-2614,2614,CALL,0,"['9h', '5h']","['3d', '2h']","['9d', '2d']",3h,,2,2
582,Flop,0,-2614,2614,CHECK,0,"['9h', '5h']","['3d', '2h']","['9d', '2d', '7d']",3h,,4,4
582,Flop,1,-2614,2614,RAISE,7,"['9h', '5h']","['3d', '2h']","['9d', '2d', '7d']",3h,,4,4
582,Flop,0,-2614,2614,FOLD,0,"['9h', '5h']","['3d', '2h']","['9d', '2d', '7d']",3h,,4,4
583,Pre-Flop,1,-2618,2618,RAISE,9,"['8h', 'As']","['6d', '7d']","['8d', '6h']",,,1,1
583,Pre-Flop,0,-2618,2618,RAISE,13,"['8h', 'As']","['6d', '7d']","['8d', '6h']",,,2,2
583,Pre-Flop,1,-2618,2618,RAISE,76,"['8h', 'As']","['6d', '7d']","['8d', '6h']",,,11,11
583,Pre-Flop,0,-2618,2618,CALL,0,"['8h', 'As']","['6d', '7d']","['8d', '6h']",,,24,24
583,Flop,1,-2618,2618,CHECK,0,"['8h', 'As']","['6d', '7d']","['8d', '6h', '5d']",,,100,100
583,Flop,0,-2618,2618,DISCARD,0,"['8h', 'As']","['6d', '7d']","['8d', '6h', '5d']",,,100,100
583,Flop,0,-2618,2618,CHECK,0,"['2h', 'As']","['6d', '7d']","['8d', '6h', '5d']",8h,,100,100
583,Turn,1,-2618,2618,CHECK,0,"['2h', 'As']","['6d', '7d']","['8d', '6h', '5d', '3s']",8h,,100,100
583,Turn,0,-2618,2618,CHECK,0,"['2h', 'As']","['6d', '7d']","['8d', '6h', '5d', '3s']",8h,,100,100
583,River,1,-2618,2618,CHECK,0,"['2h', 'As']","['6d', '7d']","['8d', '6h', '5d', '3s', '4d']",8h,,100,100
583,River,0,-2618,2618,CHECK,0,"['2h', 'As']","['6d', '7d']","['8d', '6h', '5d', '3s', '4d']",8h,,100,100
584,Pre-Flop,0,-2718,2718,DISCARD,0,"['3d', '8d']","['2d', '9s']","['6s', '5s']",,,1,1
584,Pre-Flop,0,-2718,2718,RAISE,2,"['5d', '8d']","['2d', '9s']","['6s', '5s']",3d,,1,1
584,Pre-Flop,1,-2718,2718,CALL,0,"['5d', '8d']","['2d', '9s']","['6s', '5s']",3d,,2,2
584,Flop,0,-2718,2718,CHECK,0,"['5d', '8d']","['2d', '9s']","['6s', '5s', '9h']",3d,,4,4
584,Flop,1,-2718,2718,RAISE,7,"['5d', '8d']","['2d', '9s']","['6s', '5s', '9h']",3d,,4,4
584,Flop,0,-2718,2718,FOLD,0,"['5d', '8d']","['2d', '9s']","['6s', '5s', '9h']",3d,,4,4
585,Pre-Flop,1,-2722,2722,RAISE,9,"['9d', '6d']","['9s', '3h']","['7h', '7d']",,,1,1
585,Pre-Flop,0,-2722,2722,RAISE,11,"['9d', '6d']","['9s', '3h']","['7h', '7d']",,,2,2
585,Pre-Flop,1,-2722,2722,RAISE,78,"['9d', '6d']","['9s', '3h']","['7h', '7d']",,,11,11
585,Pre-Flop,0,-2722,2722,CALL,0,"['9d', '6d']","['9s', '3h']","['7h', '7d']",,,22,22
585,Flop,1,-2722,2722,CHECK,0,"['9d', '6d']","['9s', '3h']","['7h', '7d', '6s']",,,100,100
585,Flop,0,-2722,2722,DISCARD,0,"['9d', '6d']","['9s', '3h']","['7h', '7d', '6s']",,,100,100
585,Flop,0,-2722,2722,CHECK,0,"['As', '6d']","['9s', '3h']","['7h', '7d', '6s']",9d,,100,100
585,Turn,1,-2722,2722,CHECK,0,"['As', '6d']","['9s', '3h']","['7h', '7d', '6s', '8d']",9d,,100,100
585,Turn,0,-2722,2722,CHECK,0,"['As', '6d']","['9s', '3h']","['7h', '7d', '6s', '8d']",9d,,100,100
585,River,1,-2722,2722,CHECK,0,"['As', '6d']","['9s', '3h']","['7h', '7d', '6s', '8d', '4h']",9d,,100,100
585,River,0,-2722,2722,CHECK,0,"['As', '6d']","['9s', '3h']","['7h', '7d', '6s', '8d', '4h']",9d,,100,100
586,Pre-Flop,0,-2622,2622,DISCARD,0,"['9h', '2h']","['Ad', '2s']","['As', '3d']",,,1,1
586,Pre-Flop,0,-2622,2622,RAISE,2,"['9h', '4s']","['Ad', '2s']","['As', '3d']",2h,,1,1
586,Pre-Flop,1,-2622,2622,CALL,0,"['9h', '4s']","['Ad', '2s']","['As', '3d']",2h,,2,2
586,Flop,0,-2622,2622,CHECK,0,"['9h', '4s']","['Ad', '2s']","['As', '3d', '4d']",2h,,4,4
586,Flop,1,-2622,2622,RAISE,7,"['9h', '4s']","['Ad', '2s']","['As', '3d', '4d']",2h,,4,4
586,Flop,0,-2622,2622,FOLD,0,"['9h', '4s']","['Ad', '2s']","['As', '3d', '4d']",2h,,4,4
587,Pre-Flop,1,-2626,2626,CALL,0,"['5h', '3d']","['4d', 'Ad']","['3h', '3s']",,,1,1
587,Pre-Flop,0,-2626,2626,DISCARD,0,"['5h', '3d']","['4d', 'Ad']","['3h', '3s']",,,2,2
587,Pre-Flop,0,-2626,2626,RAISE,3,"['5h', '9s']","['4d', 'Ad']","['3h', '3s']",3d,,2,2
587,Pre-Flop,1,-2626,2626,CALL,0,"['5h', '9s']","['4d', 'Ad']","['3h', '3s']",3d,,2,2
587,Pre-Flop,0,-2626,2626,RAISE,7,"['5h', '9s']","['4d', 'Ad']","['3h', '3s']",3d,,5,5
587,Pre-Flop,1,-2626,2626,RAISE,51,"['5h', '9s']","['4d', 'Ad']","['3h', '3s']",3d,,5,5
587,Pre-Flop,0,-2626,2626,RAISE,37,"['5h', '9s']","['4d', 'Ad']","['3h', '3s']",3d,,12,12
587,Pre-Flop,1,-2626,2626,CALL,0,"['5h', '9s']","['4d', 'Ad']","['3h', '3s']",3d,,63,63
587,Pre-Flop,0,-2626,2626,CHECK,0,"['5h', '9s']","['4d', 'Ad']","['3h', '3s']",3d,,100,100
587,Flop,1,-2626,2626,CHECK,0,"['5h', '9s']","['4d', 'Ad']","['3h', '3s', '6s']",3d,,100,100
587,Flop,0,-2626,2626,CHECK,0,"['5h', '9s']","['4d', 'Ad']","['3h', '3s', '6s']",3d,,100,100
587,Turn,1,-2626,2626,CHECK,0,"['5h', '9s']","['4d', 'Ad']","['3h', '3s', '6s', '6d']",3d,,100,100
587,Turn,0,-2626,2626,CHECK,0,"['5h', '9s']","['4d', 'Ad']","['3h', '3s', '6s', '6d']",3d,,100,100
587,River,1,-2626,2626,CHECK,0,"['5h', '9s']","['4d', 'Ad']","['3h', '3s', '6s', '6d', '7d']",3d,,100,100
587,River,0,-2626,2626,CHECK,0,"['5h', '9s']","['4d', 'Ad']","['3h', '3s', '6s', '6d', '7d']",3d,,100,100
588,Pre-Flop,0,-2726,2726,RAISE,2,"['6h', '9h']","['3h', '2d']","['2s', '5s']",,,1,1
588,Pre-Flop,1,-2726,2726,CALL,0,"['6h', '9h']","['3h', '2d']","['2s', '5s']",,,2,2
588,Flop,0,-2726,2726,CHECK,0,"['6h', '9h']","['3h', '2d']","['2s', '5s', '3s']",,,4,4
588,Flop,1,-2726,2726,RAISE,7,"['6h', '9h']","['3h', '2d']","['2s', '5s', '3s']",,,4,4
588,Flop,0,-2726,2726,FOLD,0,"['6h', '9h']","['3h', '2d']","['2s', '5s', '3s']",,,4,4
589,Pre-Flop,1,-2730,2730,RAISE,9,"['5h', '7d']","['6s', '7s']","['3h', '5s']",,,1,1
589,Pre-Flop,0,-2730,2730,DISCARD,0,"['5h', '7d']","['6s', '7s']","['3h', '5s']",,,2,2
589,Pre-Flop,0,-2730,2730,RAISE,19,"['5h', '6h']","['6s', '7s']","['3h', '5s']",7d,,2,2
589,Pre-Flop,1,-2730,2730,RAISE,70,"['5h', '6h']","['6s', '7s']","['3h', '5s']",7d,,11,11
589,Pre-Flop,0,-2730,2730,CALL,0,"['5h', '6h']","['6s', '7s']","['3h', '5s']",7d,,30,30
589,Flop,1,-2730,2730,CHECK,0,"['5h', '6h']","['6s', '7s']","['3h', '5s', 'As']",7d,,100,100
589,Flop,0,-2730,2730,CHECK,0,"['5h', '6h']","['6s', '7s']","['3h', '5s', 'As']",7d,,100,100
589,Turn,1,-2730,2730,CHECK,0,"['5h', '6h']","['6s', '7s']","['3h', '5s', 'As', '6d']",7d,,100,100
589,Turn,0,-2730,2730,CHECK,0,"['5h', '6h']","['6s', '7s']","['3h', '5s', 'As', '6d']",7d,,100,100
589,River,1,-2730,2730,CHECK,0,"['5h', '6h']","['6s', '7s']","['3h', '5s', 'As', '6d', '3s']",7d,,100,100
589,River,0,-2730,2730,CHECK,0,"['5h', '6h']","['6s', '7s']","['3h', '5s', 'As', '6d', '3s']",7d,,100,100
590,Pre-Flop,0,-2830,2830,DISCARD,0,"['6d', '3h']","['4s', '6h']","['2h', '9d']",,,1,1
590,Pre-Flop,0,-2830,2830,RAISE,3,"['8s', '3h']","['4s', '6h']","['2h', '9d']",6d,,1,1
590,Pre-Flop,1,-2830,2830,RAISE,21,"['8s', '3h']","['4s', '6h']","['2h', '9d']",6d,,2,2
590,Pre-Flop,0,-2830,2830,RAISE,46,"['8s', '3h']","['4s', '6h']","['2h', '9d']",6d,,5,5
590,Pre-Flop,1,-2830,2830,RAISE,28,"['8s', '3h']","['4s', '6h']","['2h', '9d']",6d,,26,26
590,Pre-Flop,0,-2830,2830,CALL,0,"['8s', '3h']","['4s', '6h']","['2h', '9d']",6d,,72,72
590,Pre-Flop,1,-2830,2830,CHECK,0,"['8s', '3h']","['4s', '6h']","['2h', '9d']",6d,,100,100
590,Flop,0,-2830,2830,CHECK,0,"['8s', '3h']","['4s', '6h']","['2h', '9d', '8h']",6d,,100,100
590,Flop,1,-2830,2830,CHECK,0,"['8s', '3h']","['4s', '6h']","['2h', '9d', '8h']",6d,,100,100
590,Turn,0,-2830,2830,CHECK,0,"['8s', '3h']","['4s', '6h']","['2h', '9d', '8h', '2d']",6d,,100,100
590,Turn,1,-2830,2830,CHECK,0,"['8s', '3h']","['4s', '6h']","['2h', '9d', '8h', '2d']",6d,,100,100
590,River,0,-2830,2830,CHECK,0,"['8s', '3h']","['4s', '6h']","['2h', '9d', '8h', '2d', '7h']",6d,,100,100
590,River,1,-2830,2830,CHECK,0,"['8s', '3h']","['4s', '6h']","['2h', '9d', '8h', '2d', '7h']",6d,,100,100
591,Pre-Flop,1,-2730,2730,RAISE,9,"['5s', '7h']","['8d', '8h']","['8s', 'Ad']",,,1,1
591,Pre-Flop,0,-2730,2730,DISCARD,0,"['5s', '7h']","['8d', '8h']","['8s', 'Ad']",,,2,2
591,Pre-Flop,0,-2730,2730,RAISE,13,"['5s', '7s']","['8d', '8h']","['8s', 'Ad']",7h,,2,2
591,Pre-Flop,1,-2730,2730,RAISE,76,"['5s', '7s']","['8d', '8h']","['8s', 'Ad']",7h,,11,11
591,Pre-Flop,0,-2730,2730,CALL,0,"['5s', '7s']","['8d', '8h']","['8s', 'Ad']",7h,,24,24
591,Flop,1,-2730,2730,CHECK,0,"['5s', '7s']","['8d', '8h']","['8s', 'Ad', '6h']",7h,,100,100
591,Flop,0,-2730,2730,CHECK,0,"['5s', '7s']","['8d', '8h']","['8s', 'Ad', '6h']",7h,,100,100
591,Turn,1,-2730,2730,CHECK,0,"['5s', '7s']","['8d', '8h']","['8s', 'Ad', '6h', '3h']",7h,,100,100
591,Turn,0,-2730,2730,CHECK,0,"['5s', '7s']","['8d', '8h']","['8s', 'Ad', '6h', '3h']",7h,,100,100
591,River,1,-2730,2730,CHECK,0,"['5s', '7s']","['8d', '8h']","['8s', 'Ad', '6h', '3h', 'As']",7h,,100,100
591,River,0,-2730,2730,CHECK,0,"['5s', '7s']","['8d', '8h']","['8s', 'Ad', '6h', '3h', 'As']",7h,,100,100
592,Pre-Flop,0,-2830,2830,RAISE,3,"['9s', '4s']","['8h', '5s']","['7d', '9h']",,,1,1
592,Pre-Flop,1,-2830,2830,RAISE,21,"['9s', '4s']","['8h', '5s']","['7d', '9h']",,,2,2
592,Pre-Flop,0,-2830,2830,RAISE,31,"['9s', '4s']","['8h', '5s']","['7d', '9h']",,,5,5
592,Pre-Flop,1,-2830,2830,RAISE,43,"['9s', '4s']","['8h', '5s']","['7d', '9h']",,,26,26
592,Pre-Flop,0,-2830,2830,CALL,0,"['9s', '4s']","['8h', '5s']","['7d', '9h']",,,57,57
592,Pre-Flop,1,-2830,2830,CHECK,0,"['9s', '4s']","['8h', '5s']","['7d', '9h']",,,100,100
592,Flop,0,-2830,2830,DISCARD,0,"['9s', '4s']","['8h', '5s']","['7d', '9h', '2h']",,,100,100
592,Flop,0,-2830,2830,CHECK,0,"['9d', '4s']","['8h', '5s']","['7d', '9h', '2h']",9s,,100,100
592,Flop,1,-2830,2830,CHECK,0,"['9d', '4s']","['8h', '5s']","['7d', '9h', '2h']",9s,,100,100
592,Turn,0,-2830,2830,CHECK,0,"['9d', '4s']","['8h', '5s']","['7d', '9h', '2h', '3s']",9s,,100,100
592,Turn,1,-2830,2830,CHECK,0,"['9d', '4s']","['8h', '5s']","['7d', '9h', '2h', '3s']",9s,,100,100
592,River,0,-2830,2830,CHECK,0,"['9d', '4s']","['8h', '5s']","['7d', '9h', '2h', '3s', '8s']",9s,,100,100
592,River,1,-2830,2830,CHECK,0,"['9d', '4s']","['8h', '5s']","['7d', '9h', '2h', '3s', '8s']",9s,,100,100
593,Pre-Flop,1,-2730,2730,RAISE,9,"['7s', '2s']","['9d', '9s']","['9h', '4d']",,,1,1
593,Pre-Flop,0,-2730,2730,RAISE,13,"['7s', '2s']","['9d', '9s']","['9h', '4d']",,,2,2
593,Pre-Flop,1,-2730,2730,RAISE,76,"['7s', '2s']","['9d', '9s']","['9h', '4d']",,,11,11
593,Pre-Flop,0,-2730,2730,CALL,0,"['7s', '2s']","['9d', '9s']","['9h', '4d']",,,24,24
593,Flop,1,-2730,2730,CHECK,0,"['7s', '2s']","['9d', '9s']","['9h', '4d', 'Ad']",,,100,100
593,Flop,0,-2730,2730,DISCARD,0,"['7s', '2s']","['9d', '9s']","['9h', '4d', 'Ad']",,,100,100
593,Flop,0,-2730,2730,CHECK,0,"['7s', '6h']","['9d', '9s']","['9h', '4d', 'Ad']",2s,,100,100
593,Turn,1,-2730,2730,CHECK,0,"['7s', '6h']","['9d', '9s']","['9h', '4d', 'Ad', '6d']",2s,,100,100
593,Turn,0,-2730,2730,CHECK,0,"['7s', '6h']","['9d', '9s']","['9h', '4d', 'Ad', '6d']",2s,,100,100
593,River,1,-2730,2730,CHECK,0,"['7s', '6h']","['9d', '9s']","['9h', '4d', 'Ad', '6d', '3s']",2s,,100,100
593,River,0,-2730,2730,CHECK,0,"['7s', '6h']","['9d', '9s']","['9h', '4d', 'Ad', '6d', '3s']",2s,,100,100
594,Pre-Flop,0,-2830,2830,DISCARD,0,"['2d', '2s']","['4h', '6h']","['3h', '4d']",,,1,1
594,Pre-Flop,0,-2830,2830,RAISE,3,"['6s', '2s']","['4h', '6h']","['3h', '4d']",2d,,1,1
594,Pre-Flop,1,-2830,2830,RAISE,21,"['6s', '2s']","['4h', '6h']","['3h', '4d']",2d,,2,2
594,Pre-Flop,0,-2830,2830,RAISE,31,"['6s', '2s']","['4h', '6h']","['3h', '4d']",2d,,5,5
594,Pre-Flop,1,-2830,2830,CALL,0,"['6s', '2s']","['4h', '6h']","['3h', '4d']",2d,,26,26
594,Flop,0,-2830,2830,CHECK,0,"['6s', '2s']","['4h', '6h']","['3h', '4d', 'Ah']",2d,,57,57
594,Flop,1,-2830,2830,RAISE,43,"['6s', '2s']","['4h', '6h']","['3h', '4d', 'Ah']",2d,,57,57
594,Flop,0,-2830,2830,FOLD,0,"['6s', '2s']","['4h', '6h']","['3h', '4d', 'Ah']",2d,,57,57
595,Pre-Flop,1,-2887,2887,RAISE,9,"['8h', '8d']","['4h', '8s']","['7h', '6h']",,,1,1
595,Pre-Flop,0,-2887,2887,DISCARD,0,"['8h', '8d']","['4h', '8s']","['7h', '6h']",,,2,2
595,Pre-Flop,0,-2887,2887,RAISE,11,"['8h', '4d']","['4h', '8s']","['7h', '6h']",8d,,2,2
595,Pre-Flop,1,-2887,2887,RAISE,78,"['8h', '4d']","['4h', '8s']","['7h', '6h']",8d,,11,11
595,Pre-Flop,0,-2887,2887,CALL,0,"['8h', '4d']","['4h', '8s']","['7h', '6h']",8d,,22,22
595,Flop,1,-2887,2887,CHECK,0,"['8h', '4d']","['4h', '8s']","['7h', '6h', '9s']",8d,,100,100
595,Flop,0,-2887,2887,CHECK,0,"['8h', '4d']","['4h', '8s']","['7h', '6h', '9s']",8d,,100,100
595,Turn,1,-2887,2887,CHECK,0,"['8h', '4d']","['4h', '8s']","['7h', '6h', '9s', '3s']",8d,,100,100
595,Turn,0,-2887,2887,CHECK,0,"['8h', '4d']","['4h', '8s']","['7h', '6h', '9s', '3s']",8d,,100,100
595,River,1,-2887,2887,CHECK,0,"['8h', '4d']","['4h', '8s']","['7h', '6h', '9s', '3s', '3d']",8d,,100,100
595,River,0,-2887,2887,CHECK,0,"['8h', '4d']","['4h', '8s']","['7h', '6h', '9s', '3s', '3d']",8d,,100,100
596,Pre-Flop,0,-2887,2887,DISCARD,0,"['6d', '3s']","['9h', '3d']","['9s', '2h']",,,1,1
596,Pre-Flop,0,-2887,2887,RAISE,2,"['3h', '3s']","['9h', '3d']","['9s', '2h']",6d,,1,1
596,Pre-Flop,1,-2887,2887,CALL,0,"['3h', '3s']","['9h', '3d']","['9s', '2h']",6d,,2,2
596,Flop,0,-2887,2887,RAISE,6,"['3h', '3s']","['9h', '3d']","['9s', '2h', '4h']",6d,,4,4
596,Flop,1,-2887,2887,RAISE,37,"['3h', '3s']","['9h', '3d']","['9s', '2h', '4h']",6d,,4,4
596,Flop,0,-2887,2887,CALL,0,"['3h', '3s']","['9h', '3d']","['9s', '2h', '4h']",6d,,10,10
596,Turn,0,-2887,2887,RAISE,53,"['3h', '3s']","['9h', '3d']","['9s', '2h', '4h', 'Ah']",6d,,47,47
596,Turn,1,-2887,2887,CALL,0,"['3h', '3s']","['9h', '3d']","['9s', '2h', '4h', 'Ah']",6d,,47,47
596,River,0,-2887,2887,CHECK,0,"['3h', '3s']","['9h', '3d']","['9s', '2h', '4h', 'Ah', '5d']",6d,,100,100
596,River,1,-2887,2887,CHECK,0,"['3h', '3s']","['9h', '3d']","['9s', '2h', '4h', 'Ah', '5d']",6d,,100,100
597,Pre-Flop,1,-2887,2887,RAISE,9,"['2d', '7s']","['8d', '9d']","['4s', '9s']",,,1,1
597,Pre-Flop,0,-2887,2887,DISCARD,0,"['2d', '7s']","['8d', '9d']","['4s', '9s']",,,2,2
597,Pre-Flop,0,-2887,2887,RAISE,11,"['5h', '7s']","['8d', '9d']","['4s', '9s']",2d,,2,2
597,Pre-Flop,1,-2887,2887,RAISE,78,"['5h', '7s']","['8d', '9d']","['4s', '9s']",2d,,11,11
597,Pre-Flop,0,-2887,2887,CALL,0,"['5h', '7s']","['8d', '9d']","['4s', '9s']",2d,,22,22
597,Flop,1,-2887,2887,CHECK,0,"['5h', '7s']","['8d', '9d']","['4s', '9s', '8h']",2d,,100,100
597,Flop,0,-2887,2887,CHECK,0,"['5h', '7s']","['8d', '9d']","['4s', '9s', '8h']",2d,,100,100
597,Turn,1,-2887,2887,CHECK,0,"['5h', '7s']","['8d', '9d']","['4s', '9s', '8h', '2h']",2d,,100,100
597,Turn,0,-2887,2887,CHECK,0,"['5h', '7s']","['8d', '9d']","['4s', '9s', '8h', '2h']",2d,,100,100
597,River,1,-2887,2887,CHECK,0,"['5h', '7s']","['8d', '9d']","['4s', '9s', '8h', '2h', 'Ad']",2d,,100,100
597,River,0,-2887,2887,CHECK,0,"['5h', '7s']","['8d', '9d']","['4s', '9s', '8h', '2h', 'Ad']",2d,,100,100
598,Pre-Flop,0,-2987,2987,RAISE,3,"['3s', '9h']","['5h', 'Ad']","['2d', '2h']",,,1,1
598,Pre-Flop,1,-2987,2987,RAISE,21,"['3s', '9h']","['5h', 'Ad']","['2d', '2h']",,,2,2
598,Pre-Flop,0,-2987,2987,RAISE,46,"['3s', '9h']","['5h', 'Ad']","['2d', '2h']",,,5,5
598,Pre-Flop,1,-2987,2987,RAISE,28,"['3s', '9h']","['5h', 'Ad']","['2d', '2h']",,,26,26
598,Pre-Flop,0,-2987,2987,CALL,0,"['3s', '9h']","['5h', 'Ad']","['2d', '2h']",,,72,72
